cluster_id,n_members,keep_id,drop_ids,keep_n_patches,splits,cross_split,isup,gleason,image_ids
798,2,c17fbe7ddf1c9b5993bb144c00d5136b,9b56f501c6765027cce8a1a8ad797767,175,test;val,True,1,3+3,9b56f501c6765027cce8a1a8ad797767;c17fbe7ddf1c9b5993bb144c00d5136b
799,2,e1b95e3bcc154cf1819ce08b778adbc0,bb2ab3d537fc2ff5eda009019226c37b,176,train;val,True,3,4+3,bb2ab3d537fc2ff5eda009019226c37b;e1b95e3bcc154cf1819ce08b778adbc0
800,2,84ddef23ac361e8977e4673ac116b6dd,e32eaa0214217a140bd12cd1592d9558,163,train;val,True,0,negative,84ddef23ac361e8977e4673ac116b6dd;e32eaa0214217a140bd12cd1592d9558
801,2,d2a97eb750bf080454727f8b67a69d92,87ead124230cbf0aa13bcfb238b7dcb6,98,train,False,3,4+3,87ead124230cbf0aa13bcfb238b7dcb6;d2a97eb750bf080454727f8b67a69d92
802,2,e479a841de401149c4f149ebe92cec7e,84ac33bcd6d2f5efd71db64edf8dcd8b,156,train,False,3,4+3,84ac33bcd6d2f5efd71db64edf8dcd8b;e479a841de401149c4f149ebe92cec7e
803,2,e70a78a696e2e294dc4ebaf48c449804,59bc7df93b3b01dc3a1f3935555c3009,102,test;train,True,2,3+4,59bc7df93b3b01dc3a1f3935555c3009;e70a78a696e2e294dc4ebaf48c449804
804,2,93e2ce38e743146a128afb9ff3a61383,a6fac45c289010871304ffaf13f94d39,84,test;train,True,0,negative,93e2ce38e743146a128afb9ff3a61383;a6fac45c289010871304ffaf13f94d39
805,2,c24be4bf9e9be5e7898cdd383233813b,d1088ba933bd7066a3a777f542f61fa6,78,train,False,1,3+3,c24be4bf9e9be5e7898cdd383233813b;d1088ba933bd7066a3a777f542f61fa6
806,2,7f99c8b70a5d283079d10fefeae1d8a5,213e65c07731d28dae53ba58fbb85889,149,test;train,True,3,4+3,213e65c07731d28dae53ba58fbb85889;7f99c8b70a5d283079d10fefeae1d8a5
807,2,630b89cbf5bec0ab752aa3a8688930f0,d18c24df948f2d59ce38b6c97a0045d0,137,train,False,4,4+4,630b89cbf5bec0ab752aa3a8688930f0;d18c24df948f2d59ce38b6c97a0045d0
808,2,c24bb6e1c14b242a4744d9854f738470,6a5cc0b66b8d4af9c13f1303c6de5ffb,128,train;val,True,3,4+3,6a5cc0b66b8d4af9c13f1303c6de5ffb;c24bb6e1c14b242a4744d9854f738470
809,2,9928acf6905a4a2542f6bb7c4748c89d,53dfff0cecd06c15f600d334e7324b78,127,test;train,True,3,4+3,53dfff0cecd06c15f600d334e7324b78;9928acf6905a4a2542f6bb7c4748c89d
810,2,4f8ea724680d43c27a0a2f022fbee4d8,2be8c910fac204ab798528ec628e7495,56,train,False,5,5+4,2be8c910fac204ab798528ec628e7495;4f8ea724680d43c27a0a2f022fbee4d8
811,2,fbec7a11045c409213445c592bdadfae,146fdf9cb391b6199413967a26ee3305,242,train,False,4,5+3,146fdf9cb391b6199413967a26ee3305;fbec7a11045c409213445c592bdadfae
812,2,6890c90884c340a88a661384550e6339,6ef357192c2530ee54e1bd38a3231e00,122,train,False,3,4+3,6890c90884c340a88a661384550e6339;6ef357192c2530ee54e1bd38a3231e00
813,2,e838fccf83d4b5ba0b5915bc74a66a1d,65cf80cfe609bc8c8a5268c72dcbacd4,49,train,False,0,negative,65cf80cfe609bc8c8a5268c72dcbacd4;e838fccf83d4b5ba0b5915bc74a66a1d
814,2,3795ba90ba4303d37accaa4eaf82c747,2fb68d6713a52e322692dbc99ac82444,152,train,False,3,4+3,2fb68d6713a52e322692dbc99ac82444;3795ba90ba4303d37accaa4eaf82c747
815,2,94430d425fcce2eb8de96209bbead0c5,2f9ffca172b0c51947b406ad19c4ea94,160,train,False,4,4+4,2f9ffca172b0c51947b406ad19c4ea94;94430d425fcce2eb8de96209bbead0c5
816,2,c815395bc70fe23c78b58cb3b6f2a19c,34bf9dcd2f03642e6d42163091900112,55,train,False,5,4+5,34bf9dcd2f03642e6d42163091900112;c815395bc70fe23c78b58cb3b6f2a19c
817,2,a5e5be1ada0cffbfa2e935d487d32539,c4b8e60fec9eabe9a9fdacce39f23d60,122,train,False,1,3+3,a5e5be1ada0cffbfa2e935d487d32539;c4b8e60fec9eabe9a9fdacce39f23d60
818,2,d5cab685b579ccaf021401bf2589b5f0,7d87113027d6155a406eb732e2355040,56,test;train,True,1,3+3,7d87113027d6155a406eb732e2355040;d5cab685b579ccaf021401bf2589b5f0
819,2,c192a7c5a94aacbb3293267bf206bf5a,97425535f7cd9edbfdcebb3d9fdce17b,178,train,False,4,4+4,97425535f7cd9edbfdcebb3d9fdce17b;c192a7c5a94aacbb3293267bf206bf5a
820,2,1553a517c2865e17ba28e1fac79bec75,bbb2cb27e4dde35199f7bf86bd845018,81,test;train,True,1,3+3,1553a517c2865e17ba28e1fac79bec75;bbb2cb27e4dde35199f7bf86bd845018
821,2,f39bf22d9a2f313425ee201932bac91a,bcadcbc70af9a0f20cdbfcb2e6689b6c,127,train;val,True,4,4+4,bcadcbc70af9a0f20cdbfcb2e6689b6c;f39bf22d9a2f313425ee201932bac91a
822,2,cc43f8965a64a1f22b3162b91e7a1bcf,0a848ccbbb065ef5ee59dd01710f8531,172,train,False,5,5+5,0a848ccbbb065ef5ee59dd01710f8531;cc43f8965a64a1f22b3162b91e7a1bcf
823,2,8d58a0c1160a5cea99d5073231becd89,56b528601b6b868a62fd4d73a1a0d74f,121,test;train,True,0,negative,56b528601b6b868a62fd4d73a1a0d74f;8d58a0c1160a5cea99d5073231becd89
824,2,85fb392d25b2a8c56e054b2e3cf4b0ad,64836a799f01a425ff277deed36210cf,153,test;train,True,0,negative,64836a799f01a425ff277deed36210cf;85fb392d25b2a8c56e054b2e3cf4b0ad
825,2,e4bbe0282fbed7b4c2e82a36fec5246b,26f717c6128d8e5d0854376f01893c8a,104,train;val,True,2,3+4,26f717c6128d8e5d0854376f01893c8a;e4bbe0282fbed7b4c2e82a36fec5246b
826,2,514f766f399e03368682786c5d23f3e8,8634ef0b80d1353887839c0a4a36e074,178,train,False,0,negative,514f766f399e03368682786c5d23f3e8;8634ef0b80d1353887839c0a4a36e074
827,2,28d634f91167158876095cfed86ec0d1,c16bffeed45057312c510c1a5547bdd1,86,train,False,2,3+4,28d634f91167158876095cfed86ec0d1;c16bffeed45057312c510c1a5547bdd1
828,2,f8e31591718a4a1934728a9767c6459c,90a1a09e8b9543d69f9a90982ef5a789,170,train,False,5,4+5,90a1a09e8b9543d69f9a90982ef5a789;f8e31591718a4a1934728a9767c6459c
829,2,122bad4033a205ea7a3963d2fd585e89,972205a215810bf6fe377303bfbe80de,46,train,False,0,negative,122bad4033a205ea7a3963d2fd585e89;972205a215810bf6fe377303bfbe80de
830,2,310c156419ea422872c92052fddd902b,e7b8d4f1978aa78ee6d5ba378a12348f,101,test;train,True,0,negative,310c156419ea422872c92052fddd902b;e7b8d4f1978aa78ee6d5ba378a12348f
831,2,d067d3241f1340c9c54c1b78a5a780cf,59f2e4a9a209e933826447819f890aec,83,test;train,True,0,negative,59f2e4a9a209e933826447819f890aec;d067d3241f1340c9c54c1b78a5a780cf
832,2,cbf05dbfcf24b4fc7dded902c1ac37e3,3ff30b9406f4c44c9b8dba47615f1fca,128,train,False,0,negative,3ff30b9406f4c44c9b8dba47615f1fca;cbf05dbfcf24b4fc7dded902c1ac37e3
833,2,0981f547380ba7b05772f3e5685b1beb,8f264374ed3fa427615c1650218e7f21,161,train,False,1,3+3,0981f547380ba7b05772f3e5685b1beb;8f264374ed3fa427615c1650218e7f21
834,2,4ce70385b1b2a8d59d8d52f303e76285,ca1d0ba4f959e2f47667b94fa5e958c0,193,train,False,0,negative,4ce70385b1b2a8d59d8d52f303e76285;ca1d0ba4f959e2f47667b94fa5e958c0
835,2,8495f8040d55ab4ac000fd91a137b0e1,6e04223880c3cae8aa29366304c2bf7f,220,train,False,3,4+3,6e04223880c3cae8aa29366304c2bf7f;8495f8040d55ab4ac000fd91a137b0e1
836,2,c8a621362f5189faa7df3a4e475126dc,bfc6ccb20af434cfb505aafc00dce754,44,test;train,True,3,4+3,bfc6ccb20af434cfb505aafc00dce754;c8a621362f5189faa7df3a4e475126dc
837,2,9b4f01490d9d27e94dd2f49f8f53053e,29053c264a170a054de97ff356245dfc,264,test;train,True,5,5+4,29053c264a170a054de97ff356245dfc;9b4f01490d9d27e94dd2f49f8f53053e
838,2,a4d8550e3c9eeb147f16812c33fe594e,3c87d6e4b488073a424d625d6130dd25,155,train,False,4,4+4,3c87d6e4b488073a424d625d6130dd25;a4d8550e3c9eeb147f16812c33fe594e
839,2,5000f1e3635cd4bf1ac50930e885e935,e6e7517d1d5ca7249c6fe106f4e7bb6c,34,train;val,True,5,5+5,5000f1e3635cd4bf1ac50930e885e935;e6e7517d1d5ca7249c6fe106f4e7bb6c
840,2,8ea670bea099a4d37688e0bd5c400dcb,ac5d45906b56238e99d3f46ac94b35fc,66,train;val,True,4,4+4,8ea670bea099a4d37688e0bd5c400dcb;ac5d45906b56238e99d3f46ac94b35fc
841,2,f653a47f9ec6465f92f08db9385e89ac,21e9ed95b0e48b751b987794aa9cfd8d,37,train,False,2,3+4,21e9ed95b0e48b751b987794aa9cfd8d;f653a47f9ec6465f92f08db9385e89ac
842,2,55bc19f33c8e76d179d4fff167424383,ba90d2787827da36ae89c1512c8d5523,149,train,False,0,negative,55bc19f33c8e76d179d4fff167424383;ba90d2787827da36ae89c1512c8d5523
843,2,5fefc2506c90deddd4bd9854b52895c9,64e7f3ba0ab29790d1ad571eed45f655,193,train,False,4,4+4,5fefc2506c90deddd4bd9854b52895c9;64e7f3ba0ab29790d1ad571eed45f655
844,2,dcc1dcad3b26cf0927b6f35228b5a058,6e1fa7c1156d3e0dda56638b893d86b6,148,train,False,5,5+5,6e1fa7c1156d3e0dda56638b893d86b6;dcc1dcad3b26cf0927b6f35228b5a058
845,2,c565cc5d7e32aa5bb05dfa84aa5f442f,78a5b3a0da3234789fac1ba1110ccc40,129,train,False,3,4+3,78a5b3a0da3234789fac1ba1110ccc40;c565cc5d7e32aa5bb05dfa84aa5f442f
846,2,a1fd7998cce64a8747a682bf524951bf,3848fce177d0cc469f4ca60d802445af,161,train,False,5,4+5,3848fce177d0cc469f4ca60d802445af;a1fd7998cce64a8747a682bf524951bf
847,2,6d5c07d90c18669e961483005a6a8a7b,c5935769ea277fc625da007d693f7cf2,120,train,False,3,4+3,6d5c07d90c18669e961483005a6a8a7b;c5935769ea277fc625da007d693f7cf2
848,2,615b584af86176f21b7a609807c56197,cc8e0db9056592acd465f3457bc06177,149,train,False,5,4+5,615b584af86176f21b7a609807c56197;cc8e0db9056592acd465f3457bc06177
849,2,38b57271d9d5c552236511e9c5d4cf04,9aee8da9114ad6691c94054ca683777c,168,train,False,1,3+3,38b57271d9d5c552236511e9c5d4cf04;9aee8da9114ad6691c94054ca683777c
850,2,49db41e3293630f0b1a566d7c9a8f07e,a6c30b9c00539ff6e70c8fc774232c61,118,train;val,True,0,negative,49db41e3293630f0b1a566d7c9a8f07e;a6c30b9c00539ff6e70c8fc774232c61
851,2,c500818f3a0e7d3a10a0c567e9665035,4351d8299a773ed099cc12148b61fefd,166,train,False,0,negative,4351d8299a773ed099cc12148b61fefd;c500818f3a0e7d3a10a0c567e9665035
852,2,f6df497ddcb8f033d7c28c05fe242aaa,a12ac7f1bc26fe59d642674fcbe45a30,150,test;val,True,4,3+5,a12ac7f1bc26fe59d642674fcbe45a30;f6df497ddcb8f033d7c28c05fe242aaa
853,2,713f7390942cd359d21b5340f1508427,f5e8369558d2238497eaeb1b6be9391e,104,train,False,4,4+4,713f7390942cd359d21b5340f1508427;f5e8369558d2238497eaeb1b6be9391e
854,2,2bb4f3202acd0b3cd10ffae292b6edf8,c8f84d9ecff20af2842de863f6963dfa,17,train,False,0,negative,2bb4f3202acd0b3cd10ffae292b6edf8;c8f84d9ecff20af2842de863f6963dfa
855,2,a1182a350f2f7c5b6d75aacaf5aededc,6a2889f097b3501ebc0343427e9e0c3e,154,train,False,0,negative,6a2889f097b3501ebc0343427e9e0c3e;a1182a350f2f7c5b6d75aacaf5aededc
856,2,6d5cb5353d700dfd4e6380508535e41b,3b60ca0ed4e75480321776ba7aeba987,112,test;train,True,0,negative,3b60ca0ed4e75480321776ba7aeba987;6d5cb5353d700dfd4e6380508535e41b
857,2,9275833e274c8ae8d514349c8c05fe2c,68e3ae430a2afe28f0f09ba08891145c,31,train,False,4,4+4,68e3ae430a2afe28f0f09ba08891145c;9275833e274c8ae8d514349c8c05fe2c
858,2,56deba64468141b0968ad8899b121b15,c8cb1c570b772e3f7943e254ba096e9e,121,train,False,0,negative,56deba64468141b0968ad8899b121b15;c8cb1c570b772e3f7943e254ba096e9e
859,2,5252182ded15f6179aba4b367c0215dc,98c76020fd2e71039c259365994f76d6,106,train,False,0,negative,5252182ded15f6179aba4b367c0215dc;98c76020fd2e71039c259365994f76d6
860,2,d98d4b443eaaad06c3244e059b34053f,c07f5f4ca0af11d11a755c72b638d966,106,test;train,True,4,4+4,c07f5f4ca0af11d11a755c72b638d966;d98d4b443eaaad06c3244e059b34053f
861,2,3f5bab6cda2430e7cdf7ab27566599c8,9af692888cef9a1698853f1424cc6fe2,160,val,False,5,4+5,3f5bab6cda2430e7cdf7ab27566599c8;9af692888cef9a1698853f1424cc6fe2
862,2,072f1b5740579bbe7f69afdd33bee8d1,6e694031c3e263b2f9da1aa122897266,91,train,False,4,4+4,072f1b5740579bbe7f69afdd33bee8d1;6e694031c3e263b2f9da1aa122897266
863,2,c25541fd4c6bf6f78e3f364d279b63cf,6109a474ebb5c73ef1dc5fe36c6f7df2,130,train,False,5,4+5,6109a474ebb5c73ef1dc5fe36c6f7df2;c25541fd4c6bf6f78e3f364d279b63cf
864,2,5220a2cb778f8567ebf7f81ab2b103ff,da5bbea85af39c137a264ee0bd56ef50,160,train;val,True,5,4+5,5220a2cb778f8567ebf7f81ab2b103ff;da5bbea85af39c137a264ee0bd56ef50
865,2,41d7b7080bd5422ea9e0539b9f085c3a,529ba9e8521115b9d2a606a2dd5ef7e9,91,train,False,4,4+4,41d7b7080bd5422ea9e0539b9f085c3a;529ba9e8521115b9d2a606a2dd5ef7e9
866,2,9bee26fca37e17fccd88264bece3d921,9c28f2bb8ecc9e89f8c141b768434d67,160,train,False,5,5+4,9bee26fca37e17fccd88264bece3d921;9c28f2bb8ecc9e89f8c141b768434d67
867,2,02a3870e56dbcb6afd73546af54a8457,19f3f3265bd80f1ee68cff968541639a,112,test;val,True,0,negative,02a3870e56dbcb6afd73546af54a8457;19f3f3265bd80f1ee68cff968541639a
868,2,f82ed3f5d1a4a974884f7180af4f9ba5,d72d765ec852ae3f40b39fa6111aa1a0,176,train,False,5,5+4,d72d765ec852ae3f40b39fa6111aa1a0;f82ed3f5d1a4a974884f7180af4f9ba5
869,2,2a4cff606b103cb1698560ba1dee0eb6,6fe956eb5739f0877752cba783828cd2,80,train,False,4,4+4,2a4cff606b103cb1698560ba1dee0eb6;6fe956eb5739f0877752cba783828cd2
870,2,df599862faf0cd78b880fa7f6644407e,c507324c055ea7ec7a235159dc97675e,151,train,False,5,5+4,c507324c055ea7ec7a235159dc97675e;df599862faf0cd78b880fa7f6644407e
871,2,a8133622df02940b40d4dc7c6c0b2712,39f36065811dabb953b5fa41f826f669,176,train,False,5,4+5,39f36065811dabb953b5fa41f826f669;a8133622df02940b40d4dc7c6c0b2712
872,2,1c0fbb1d600f761847294c4b8019edfe,099a334f7290f6821e9125c37428157a,47,train,False,4,4+4,099a334f7290f6821e9125c37428157a;1c0fbb1d600f761847294c4b8019edfe
873,2,0dfaba8f37fac34150fb70ca8e425141,fc841358b1ae7c119b6224d0076046f4,122,train,False,1,3+3,0dfaba8f37fac34150fb70ca8e425141;fc841358b1ae7c119b6224d0076046f4
874,2,337917b03be19ec176ed5b3e77f6e55b,061054331a952dd1c9df45c283d756b0,130,train,False,2,3+4,061054331a952dd1c9df45c283d756b0;337917b03be19ec176ed5b3e77f6e55b
875,2,280220720b546eacfa223edf513ec94e,f7956aab178ff4c161a505b6a050579f,146,train,False,1,3+3,280220720b546eacfa223edf513ec94e;f7956aab178ff4c161a505b6a050579f
876,2,5d7632f1794e2cebb36e21c51c9f4402,4ecad8aefbc2ce6931baaee0cda6955b,175,train,False,2,3+4,4ecad8aefbc2ce6931baaee0cda6955b;5d7632f1794e2cebb36e21c51c9f4402
877,2,4f0d03d08a5583138eaed5761f895d28,3ecd13e82ee7dedd1ae1749a16cac7a1,171,test;train,True,3,4+3,3ecd13e82ee7dedd1ae1749a16cac7a1;4f0d03d08a5583138eaed5761f895d28
878,2,07d600e3fcbebf7dc75e5335d3563e63,fcf3ef06a3601448061b7b1adda97b89,168,test;train,True,3,4+3,07d600e3fcbebf7dc75e5335d3563e63;fcf3ef06a3601448061b7b1adda97b89
879,2,275322852b2d7d5cff8a19cc5e72ff4e,9bc88ce8ad471cce57ed97cd33cb7f35,173,test;train,True,2,3+4,275322852b2d7d5cff8a19cc5e72ff4e;9bc88ce8ad471cce57ed97cd33cb7f35
880,2,9e5cd1fc52ee72cb0658f1e403aa00ad,f68673db7c65bc80fde188dea0e39c0b,194,train,False,3,4+3,9e5cd1fc52ee72cb0658f1e403aa00ad;f68673db7c65bc80fde188dea0e39c0b
881,2,10cc280acc57c3653201a07bc07ba6a9,b4f14cae24e001bad06e5a7e42f1002b,135,train;val,True,4,4+4,10cc280acc57c3653201a07bc07ba6a9;b4f14cae24e001bad06e5a7e42f1002b
882,2,0c21345669287d5b299ed8d7d0f6e1c2,c549a1ab70c4de9755941eb6269e13f6,150,train;val,True,5,5+4,0c21345669287d5b299ed8d7d0f6e1c2;c549a1ab70c4de9755941eb6269e13f6
883,2,13813facc985c2ea007fdf764ef98a5a,4abd945d8f4651d4c8c8204db470a005,172,train,False,1,3+3,13813facc985c2ea007fdf764ef98a5a;4abd945d8f4651d4c8c8204db470a005
884,2,02805e3e20ef629ffeeee1e68cf24ab0,36b63b6aac630b8b13f9097001c0bf5b,191,train,False,4,4+4,02805e3e20ef629ffeeee1e68cf24ab0;36b63b6aac630b8b13f9097001c0bf5b
885,2,25c5c31bc182f9c26fb4c084e1fa2df4,f7b519160f85eb52ace93414ffce8982,158,train;val,True,1,3+3,25c5c31bc182f9c26fb4c084e1fa2df4;f7b519160f85eb52ace93414ffce8982
886,2,74121dc7165c19a5d72bdbe3eaeb90d2,78d0d8888cb53a305dd5931d7cdb84eb,158,train,False,0,negative,74121dc7165c19a5d72bdbe3eaeb90d2;78d0d8888cb53a305dd5931d7cdb84eb
887,2,5bd19956ab63289395ba2b259a9aa8d1,4fae900c0644c8418c2028629afbd4e5,95,train,False,4,4+4,4fae900c0644c8418c2028629afbd4e5;5bd19956ab63289395ba2b259a9aa8d1
888,2,8302a3549f2fd5a7bf56ee2b26706bc1,08134913a9aa1d541f719e9f356f9378,157,train,False,4,3+5,08134913a9aa1d541f719e9f356f9378;8302a3549f2fd5a7bf56ee2b26706bc1
889,2,c95bfd7e7fcb784d245163e8305143cc,97a83309575b765469e6a09250d92170,106,train,False,1,3+3,97a83309575b765469e6a09250d92170;c95bfd7e7fcb784d245163e8305143cc
890,2,5ad9615573f2a12025d6c4fe8754b548,f5453bb85ab33f0f99e56b296293737e,115,train,False,0,negative,5ad9615573f2a12025d6c4fe8754b548;f5453bb85ab33f0f99e56b296293737e
891,2,344cc56a75aa993d5b20be3f31210879,cdd38de824722c0bf9d9494c258c6bf6,224,test;val,True,0,negative,344cc56a75aa993d5b20be3f31210879;cdd38de824722c0bf9d9494c258c6bf6
892,2,ec382d53fa1973de25c35af7af550aff,f6de38334730ae611fbf46dd649b1476,110,test;train,True,3,4+3,ec382d53fa1973de25c35af7af550aff;f6de38334730ae611fbf46dd649b1476
893,2,82dae0379e4a414709c98eb12dd5e711,52f458343920a7409c42f4ec0a9cc8e0,205,train,False,5,4+5,52f458343920a7409c42f4ec0a9cc8e0;82dae0379e4a414709c98eb12dd5e711
894,2,25d8ff4fcd3f85d69a672b69d29b6339,b1ecc44ba2bffeba5ad09c2a339f40fa,25,test;train,True,0,negative,25d8ff4fcd3f85d69a672b69d29b6339;b1ecc44ba2bffeba5ad09c2a339f40fa
895,2,e4c61dd08684fe6ca116c8610967f247,66f04788a17915feba394290384e13a4,31,train,False,4,4+4,66f04788a17915feba394290384e13a4;e4c61dd08684fe6ca116c8610967f247
896,2,49cf4320931ec7b716d8782ce29c4549,ed3028d82ffde075540a2d54abed2b15,121,train,False,2,3+4,49cf4320931ec7b716d8782ce29c4549;ed3028d82ffde075540a2d54abed2b15
897,2,bc93d165d96e4fa4883f130b3f7b9885,f5d40a40e34f8a090f44cb6589c26900,178,train,False,1,3+3,bc93d165d96e4fa4883f130b3f7b9885;f5d40a40e34f8a090f44cb6589c26900
898,2,b6cffe7fcd24b70b911495e4120e6d84,450f03b3f86c156365c1f7ef8e38f995,136,train,False,4,4+4,450f03b3f86c156365c1f7ef8e38f995;b6cffe7fcd24b70b911495e4120e6d84
899,2,b0602c9c2ffe204f7c0ab9b3386dd35d,dab87401b1605f7d5eb9bf5a722486bc,50,train,False,3,4+3,b0602c9c2ffe204f7c0ab9b3386dd35d;dab87401b1605f7d5eb9bf5a722486bc
900,2,1b86a85640e5832e6b27d89c8f99adf9,c0a0956a39319920d02c5c4eb30c5e10,169,test;train,True,3,4+3,1b86a85640e5832e6b27d89c8f99adf9;c0a0956a39319920d02c5c4eb30c5e10
901,2,f317f98d0b35871e4363580090ed2e03,8b44ccec7265270e0524c5ab658d1344,62,train,False,1,3+3,8b44ccec7265270e0524c5ab658d1344;f317f98d0b35871e4363580090ed2e03
902,2,bbc3af10b2b28e237b786efa802e226f,c81f511f1a4c64ea7f20d8c47654632f,154,test;train,True,1,3+3,bbc3af10b2b28e237b786efa802e226f;c81f511f1a4c64ea7f20d8c47654632f
903,2,fd7763888e090f5385c2c49944ce94ab,8e244ea370ffdb16c4d50bd271c538a8,227,train,False,5,5+4,8e244ea370ffdb16c4d50bd271c538a8;fd7763888e090f5385c2c49944ce94ab
904,2,7c879895184685f2ade71c54e63960d8,ee810ac96bd9f15f5e06c372f6908c8c,92,train,False,0,negative,7c879895184685f2ade71c54e63960d8;ee810ac96bd9f15f5e06c372f6908c8c
905,2,c141ed8d4226eef5e743d77790063398,402fa51bb615b1a88200c65ce22c76fe,129,train,False,3,4+3,402fa51bb615b1a88200c65ce22c76fe;c141ed8d4226eef5e743d77790063398
906,2,bb66f91b996df6a4a78aa9b7f3ea844b,91dd982fbff7aa72802fbd7391cd2eff,115,train,False,0,negative,91dd982fbff7aa72802fbd7391cd2eff;bb66f91b996df6a4a78aa9b7f3ea844b
907,2,375771fed439d26b5374aae3f6b1d653,67319450f16093d1be341212bc57c86f,179,test;train,True,5,4+5,375771fed439d26b5374aae3f6b1d653;67319450f16093d1be341212bc57c86f
908,2,a55cc8df950bcadf4cd61ff470d74246,69da9f886fc4413167b8b144da775269,136,train,False,1,3+3,69da9f886fc4413167b8b144da775269;a55cc8df950bcadf4cd61ff470d74246
909,2,8013d514fff8374e2f0435f808a57d8e,4e80b5738f591c7d0d91889c2bdfd39d,140,train;val,True,0,negative,4e80b5738f591c7d0d91889c2bdfd39d;8013d514fff8374e2f0435f808a57d8e
910,2,6ce32756e33b10bd4569aa15b5db3355,02e5b03f8ea7ea2787101b758291d162,78,train;val,True,3,4+3,02e5b03f8ea7ea2787101b758291d162;6ce32756e33b10bd4569aa15b5db3355
911,2,1be5a513d61c97663d45df55e8d62d8b,63e71c21ffc027a4b9f256840072e28f,117,train,False,3,4+3,1be5a513d61c97663d45df55e8d62d8b;63e71c21ffc027a4b9f256840072e28f
912,2,9b761ed6330d5b6e03b1a88a8c5cc56d,1896b63650679d190184e973cb3f2be6,95,test;train,True,2,3+4,1896b63650679d190184e973cb3f2be6;9b761ed6330d5b6e03b1a88a8c5cc56d
913,2,0ac7f7d40895378ae07006510aaca8de,1215adafbc41adff149c6ab127598917,61,train,False,0,negative,0ac7f7d40895378ae07006510aaca8de;1215adafbc41adff149c6ab127598917
914,2,5eeb5f06877a051a7a7f99ff151919c3,0cee71ab57422e04f76e09ef2186fcd5,142,train;val,True,1,3+3,0cee71ab57422e04f76e09ef2186fcd5;5eeb5f06877a051a7a7f99ff151919c3
915,2,dacdcb2643b7fb7038e1f41cb31b4932,72b9ca2c11e1a849e053013cd5e22d56,111,train,False,0,negative,72b9ca2c11e1a849e053013cd5e22d56;dacdcb2643b7fb7038e1f41cb31b4932
916,2,599109af85cae9e827c3e89982f0033d,7436cdbf9876ac812cdc3ea7557aadaa,152,train,False,0,negative,599109af85cae9e827c3e89982f0033d;7436cdbf9876ac812cdc3ea7557aadaa
917,2,d935f3eec2aded067a657c5cf3808d8e,2309b313ab206df1adf09d970478f4c0,73,train,False,1,3+3,2309b313ab206df1adf09d970478f4c0;d935f3eec2aded067a657c5cf3808d8e
918,2,47de9353032a12ede4ea28c8217b8a35,ef928aed9549e5dea8d67c57fb79e45f,156,train,False,0,negative,47de9353032a12ede4ea28c8217b8a35;ef928aed9549e5dea8d67c57fb79e45f
919,2,97b36902754bad28b6fd335ddfc6db55,f5b849625162c608e13f0c04d24078d6,128,train;val,True,2,3+4,97b36902754bad28b6fd335ddfc6db55;f5b849625162c608e13f0c04d24078d6
920,2,8423df90dddd142668c18b6ab5ff7f17,e04e11360525f7d13aaa9d4bba16ea7e,64,train,False,0,negative,8423df90dddd142668c18b6ab5ff7f17;e04e11360525f7d13aaa9d4bba16ea7e
921,2,977a4281401b63f74739845b3ec98023,60a15dda8570e347a3529a062fb1d5c9,99,train,False,0,negative,60a15dda8570e347a3529a062fb1d5c9;977a4281401b63f74739845b3ec98023
922,2,8794d36a3038f4537f7d261d3af4eebd,3da913b3f89eefa02a90c878ebc4c3ae,89,train,False,5,5+5,3da913b3f89eefa02a90c878ebc4c3ae;8794d36a3038f4537f7d261d3af4eebd
923,2,d1071efa4e88c78030b7fb2b46217943,48b90b806560b21a02cbfcea8a2b3977,63,train,False,0,negative,48b90b806560b21a02cbfcea8a2b3977;d1071efa4e88c78030b7fb2b46217943
924,2,1dd805b0572515c3eac56564cddf181c,490417dca347af4b988ecbe11c54db52,123,train,False,0,negative,1dd805b0572515c3eac56564cddf181c;490417dca347af4b988ecbe11c54db52
925,2,068b0e3be4c35ea983f77accf8351cc8,361e1ffe1964442b325efbfb9f682a26,153,train;val,True,3,4+3,068b0e3be4c35ea983f77accf8351cc8;361e1ffe1964442b325efbfb9f682a26
926,2,a36875e181db085aea379748f6664b10,24ccdd39791fcac60d157701cb18c200,148,train;val,True,3,4+3,24ccdd39791fcac60d157701cb18c200;a36875e181db085aea379748f6664b10
927,2,746cfe9ab71459d51eb0fbdb72348ae8,da4b2e029abb2741bcfef60fa7ab10b0,74,train;val,True,5,5+4,746cfe9ab71459d51eb0fbdb72348ae8;da4b2e029abb2741bcfef60fa7ab10b0
928,2,a1697f266e95a820c676d18f380c6ce8,746b95b3a32975082d0ad357527ad701,118,train;val,True,4,4+4,746b95b3a32975082d0ad357527ad701;a1697f266e95a820c676d18f380c6ce8
929,2,9f526a7b7baa089ce9dfb5c7bd4e7250,562ed7c01bf09ec8162007d798ff0b51,139,train,False,3,4+3,562ed7c01bf09ec8162007d798ff0b51;9f526a7b7baa089ce9dfb5c7bd4e7250
930,2,9064f0eb9ef8bbb376649033116fc380,31a2c62376a98ed5062bbe72a92b3541,119,test;train,True,1,3+3,31a2c62376a98ed5062bbe72a92b3541;9064f0eb9ef8bbb376649033116fc380
